transaction_id,sender_person_id,sender_account_id,receiver_person_id,receiver_account_id,transaction_datetime,amount_inr,transaction_type,bank_id,branch_id,reference,location_id,case_id
TXN-0026727,P-001506,AC-001506,P-001712,AC-001712,2026-04-11 19:11:06,123029,UPI,BOK-INDUS,BR-009,UTR-6521505099,L-000077,
TXN-0026728,P-000777,AC-000777,P-000599,AC-000599,2026-06-25 10:15:29,14704,UPI,BOK-ESAF,BR-110,UTR-3594645898,,
TXN-0026729,P-000854,AC-000854,P-001304,AC-001304,2026-06-29 17:34:49,124504,NEFT,BOK-PNB,BR-059,UTR-1691471934,,CR-2026-2006
TXN-0026730,P-000618,AC-000618,P-000574,AC-000574,2026-05-21 12:09:39,78785,UPI,BOK-CAN,BR-141,UTR-6074892706,,
TXN-0026731,P-001402,AC-001402,P-000921,AC-000921,2026-03-06 18:44:01,23680,NEFT,BOK-HDFC,BR-128,UTR-4809427466,,
TXN-0026732,P-000038,AC-000038,P-000117,AC-000117,2026-05-02 20:15:44,93520,TRANSFER,BOK-FED,BR-127,UTR-2351537900,,CR-2026-2001
TXN-0026733,P-001402,AC-001402,P-001371,AC-001371,2026-05-02 02:32:36,139877,UPI,BOK-IDFC,BR-033,UTR-9032411872,L-000009,
TXN-0026734,P-001979,AC-001979,P-001584,AC-001584,2026-07-24 05:13:19,81947,CASH,BOK-PNB,BR-114,UTR-4529643686,,
TXN-0026735,P-000358,AC-000358,P-001582,AC-001582,2026-03-01 13:15:36,167087,UPI,BOK-ICICI,BR-072,UTR-9782169798,,
TXN-0026736,P-000064,AC-000064,P-000709,AC-000709,2026-06-15 03:48:37,139529,UPI,BOK-AXIS,BR-208,UTR-9308219171,,
TXN-0026737,P-000501,AC-000501,P-000477,AC-000477,2026-04-28 18:58:10,66855,CASH,BOK-FED,BR-067,UTR-7370607697,,
TXN-0026738,P-001513,AC-001513,P-001472,AC-001472,2026-05-06 14:56:43,76753,TRANSFER,BOK-INDUS,BR-046,UTR-3418112724,,
TXN-0026739,P-000949,AC-000949,P-000985,AC-000985,2026-08-08 13:35:09,140395,TRANSFER,BOK-KVB,BR-036,UTR-1170331216,,
TXN-0026740,P-001536,AC-001536,P-000942,AC-000942,2026-08-19 02:32:25,54351,TRANSFER,BOK-ICICI,BR-184,UTR-2156369491,,CR-2026-2020
TXN-0026741,P-001886,AC-001886,P-000515,AC-000515,2026-04-23 11:11:25,148217,TRANSFER,BOK-UCO,BR-185,UTR-1231796636,,
TXN-0026742,P-001611,AC-001611,P-001684,AC-001684,2026-07-14 17:54:02,54703,RTGS,BOK-PNB,BR-012,UTR-8442378494,,
TXN-0026743,P-000390,AC-000390,P-000914,AC-000914,2026-06-06 08:41:47,65218,CASH,BOK-CAN,BR-122,UTR-6423321473,,
TXN-0026744,P-001960,AC-001960,P-000472,AC-000472,2026-02-03 09:06:51,166911,TRANSFER,BOK-INDUS,BR-080,UTR-5894953733,,
TXN-0026745,P-001705,AC-001705,P-001479,AC-001479,2026-01-08 12:55:23,33020,TRANSFER,BOK-ESAF,BR-195,UTR-2176103698,,
TXN-0026746,P-000951,AC-000951,P-001919,AC-001919,2026-01-11 12:10:51,130591,TRANSFER,BOK-ESAF,BR-133,UTR-2715663217,,
TXN-0026747,P-001375,AC-001375,P-001515,AC-001515,2026-08-03 23:14:38,184660,UPI,BOK-UCO,BR-109,UTR-1610877125,L-000136,
TXN-0026748,P-001665,AC-001665,P-000707,AC-000707,2026-07-13 02:46:05,167538,UPI,BOK-IB,BR-108,UTR-3944432616,L-000196,
TXN-0026749,P-001531,AC-001531,P-000866,AC-000866,2026-03-08 22:11:59,80944,UPI,BOK-CBI,BR-186,UTR-1405578552,,CR-2026-2010
TXN-0026750,P-000294,AC-000294,P-001042,AC-001042,2026-06-03 02:23:22,7584,TRANSFER,BOK-ICICI,BR-094,UTR-5598071344,,CR-2026-2004
TXN-0026751,P-000340,AC-000340,P-000043,AC-000043,2026-08-11 19:39:00,46205,TRANSFER,BOK-BOA,BR-140,UTR-6348525682,,
TXN-0026752,P-000976,AC-000976,P-000798,AC-000798,2026-05-31 11:32:59,79768,TRANSFER,BOK-RBL,BR-165,UTR-5348676669,,
TXN-0026753,P-001463,AC-001463,P-001725,AC-001725,2026-02-03 16:33:23,78381,UPI,BOK-KVB,BR-092,UTR-8063167986,,
TXN-0026754,P-000697,AC-000697,P-000933,AC-000933,2026-01-28 04:15:13,98474,UPI,BOK-BOB,BR-192,UTR-8109275670,,
TXN-0026755,P-001522,AC-001522,P-001848,AC-001848,2026-05-22 11:15:28,68143,UPI,BOK-YES,BR-026,UTR-2192397391,,
TXN-0026756,P-001442,AC-001442,P-001497,AC-001497,2026-03-11 14:14:35,71456,TRANSFER,BOK-FED,BR-041,UTR-1281845039,,
TXN-0026757,P-001903,AC-001903,P-000221,AC-000221,2026-05-08 07:25:33,29133,CASH,BOK-HDFC,BR-139,UTR-5607847142,,
TXN-0026758,P-000574,AC-000574,P-001775,AC-001775,2026-01-06 15:23:38,71272,TRANSFER,BOK-UCO,BR-034,UTR-8856751813,,CR-2026-2020
TXN-0026759,P-001919,AC-001919,P-000046,AC-000046,2026-06-25 16:48:22,92788,TRANSFER,BOK-CBI,BR-178,UTR-1041809390,L-000093,
TXN-0026760,P-000378,AC-000378,P-000352,AC-000352,2026-06-21 18:32:50,246146,UPI,BOK-INDUS,BR-056,UTR-3796107701,,
TXN-0026761,P-000451,AC-000451,P-001638,AC-001638,2026-08-08 18:27:38,191019,TRANSFER,BOK-RBL,BR-033,UTR-1155857108,,
TXN-0026762,P-001722,AC-001722,P-001677,AC-001677,2026-03-02 09:58:35,48917,TRANSFER,BOK-FED,BR-127,UTR-5088982400,,
TXN-0026763,P-000502,AC-000502,P-001932,AC-001932,2026-04-16 23:22:29,60247,TRANSFER,BOK-INDUS,BR-178,UTR-6710294539,,
TXN-0026764,P-000812,AC-000812,P-001628,AC-001628,2026-04-22 08:57:24,211778,TRANSFER,BOK-YES,BR-057,UTR-4045033730,,
TXN-0026765,P-001814,AC-001814,P-000154,AC-000154,2026-05-25 09:47:06,166594,UPI,BOK-CAN,BR-076,UTR-6572407173,,CR-2026-2010
TXN-0026766,P-000359,AC-000359,P-001731,AC-001731,2026-09-01 20:56:16,67297,TRANSFER,BOK-IDFC,BR-167,UTR-2159177179,,
TXN-0026767,P-001832,AC-001832,P-001236,AC-001236,2026-05-21 23:46:31,224677,TRANSFER,BOK-DBS,BR-026,UTR-1389504660,,CR-2026-2005
TXN-0026768,P-000806,AC-000806,P-001786,AC-001786,2026-01-14 21:15:00,94389,NEFT,BOK-CBI,BR-060,UTR-8915124445,,
TXN-0026769,P-001832,AC-001832,P-001380,AC-001380,2026-07-11 06:08:37,9492,UPI,BOK-SBI,BR-014,UTR-2330542635,,
TXN-0026770,P-001406,AC-001406,P-001275,AC-001275,2026-06-26 00:07:24,165298,UPI,BOK-UCO,BR-027,UTR-5916996737,,
TXN-0026771,P-001644,AC-001644,P-000697,AC-000697,2026-08-09 23:54:06,75080,UPI,BOK-FED,BR-212,UTR-3345503420,,
TXN-0026772,P-000964,AC-000964,P-000603,AC-000603,2026-03-08 01:22:47,38719,UPI,BOK-BOA,BR-022,UTR-4976401185,,CR-2026-2016
TXN-0026773,P-000085,AC-000085,P-001044,AC-001044,2026-04-22 00:32:55,80536,TRANSFER,BOK-PNB,BR-091,UTR-1961131590,,
TXN-0026774,P-000362,AC-000362,P-001951,AC-001951,2026-03-16 05:56:43,95678,UPI,BOK-IDFC,BR-029,UTR-9535657756,,CR-2026-2013
TXN-0026775,P-000554,AC-000554,P-001793,AC-001793,2026-05-01 04:35:41,72485,TRANSFER,BOK-BOB,BR-070,UTR-6113071467,,
TXN-0026776,P-000360,AC-000360,P-000732,AC-000732,2026-05-30 04:25:33,226851,NEFT,BOK-INDUS,BR-076,UTR-1089109028,,CR-2026-2009
TXN-0026777,P-001779,AC-001779,P-001851,AC-001851,2026-05-02 04:40:53,71797,TRANSFER,BOK-IDFC,BR-060,UTR-2557972996,,
TXN-0026778,P-000973,AC-000973,P-001421,AC-001421,2026-04-28 00:39:19,19709,RTGS,BOK-HDFC,BR-116,UTR-3590836000,,CR-2026-2014
TXN-0026779,P-001042,AC-001042,P-001317,AC-001317,2026-01-09 12:19:07,33816,CASH,BOK-FED,BR-084,UTR-4792985754,,
TXN-0026780,P-001183,AC-001183,P-000113,AC-000113,2026-03-27 23:25:14,45901,CASH,BOK-BOB,BR-121,UTR-6206419110,,CR-2026-2014
TXN-0026781,P-001032,AC-001032,P-000753,AC-000753,2026-07-13 14:59:08,183582,CASH,BOK-BOB,BR-124,UTR-6304762292,,
TXN-0026782,P-001463,AC-001463,P-001725,AC-001725,2026-08-22 09:33:15,81187,NEFT,BOK-KVB,BR-092,UTR-8397672731,,CR-2026-2005
TXN-0026783,P-001414,AC-001414,P-001525,AC-001525,2026-02-15 18:45:02,42198,RTGS,BOK-KVB,BR-047,UTR-6822119618,,CR-2026-2014
TXN-0026784,P-000479,AC-000479,P-001785,AC-001785,2026-03-30 13:10:48,46961,UPI,BOK-KVB,BR-166,UTR-9592934711,,
TXN-0026785,P-000470,AC-000470,P-001779,AC-001779,2026-07-26 11:38:38,2703,TRANSFER,BOK-ESAF,BR-007,UTR-1049203767,,
TXN-0026786,P-001734,AC-001734,P-001936,AC-001936,2026-04-26 13:03:44,180568,UPI,BOK-DBS,BR-040,UTR-9732539290,,
TXN-0026787,P-001857,AC-001857,P-001779,AC-001779,2026-08-31 21:22:08,81073,TRANSFER,BOK-ESAF,BR-007,UTR-5394119795,,CR-2026-2011
TXN-0026788,P-000760,AC-000760,P-000901,AC-000901,2026-01-05 09:54:18,66211,CASH,BOK-HDFC,BR-212,UTR-7092342190,,
TXN-0026789,P-000279,AC-000279,P-000795,AC-000795,2026-01-13 17:46:29,73013,NEFT,BOK-UCO,BR-071,UTR-6863456700,,CR-2026-2004
TXN-0026790,P-000092,AC-000092,P-000906,AC-000906,2026-07-05 02:07:10,120141,TRANSFER,BOK-CBI,BR-021,UTR-1271368014,,CR-2026-2016
TXN-0026791,P-001288,AC-001288,P-001219,AC-001219,2026-01-08 15:42:06,80355,UPI,BOK-ESAF,BR-036,UTR-7364438981,,CR-2026-2012
TXN-0026792,P-001258,AC-001258,P-001847,AC-001847,2026-01-04 20:47:56,66234,RTGS,BOK-IB,BR-059,UTR-8751562791,L-000137,CR-2026-2015
TXN-0026793,P-000661,AC-000661,P-001515,AC-001515,2026-02-20 21:22:05,83832,NEFT,BOK-UCO,BR-109,UTR-6837951711,,
TXN-0026794,P-001407,AC-001407,P-001104,AC-001104,2026-05-17 20:09:38,164438,CASH,BOK-PNB,BR-030,UTR-5687782539,,
TXN-0026795,P-000376,AC-000376,P-000063,AC-000063,2026-01-12 16:21:12,90684,UPI,BOK-BOA,BR-035,UTR-3356717472,,CR-2026-2015
TXN-0026796,P-000631,AC-000631,P-000776,AC-000776,2026-06-14 22:04:35,189923,TRANSFER,BOK-DBS,BR-203,UTR-2289992284,,
TXN-0026797,P-000084,AC-000084,P-001314,AC-001314,2026-05-17 05:17:06,164032,UPI,BOK-CAN,BR-078,UTR-5619092515,,
TXN-0026798,P-000316,AC-000316,P-000505,AC-000505,2026-01-22 03:18:42,129779,RTGS,BOK-KVB,BR-114,UTR-1695543388,L-000121,
TXN-0026799,P-000585,AC-000585,P-001719,AC-001719,2026-05-02 08:41:47,72919,TRANSFER,BOK-ESAF,BR-064,UTR-8111584816,,CR-2026-2006
TXN-0026800,P-001741,AC-001741,P-000933,AC-000933,2026-09-01 14:08:01,209137,CASH,BOK-BOB,BR-192,UTR-4294513922,L-000117,
TXN-0026801,P-001446,AC-001446,P-000413,AC-000413,2026-02-07 22:38:50,207938,RTGS,BOK-BOB,BR-190,UTR-8323611587,,
TXN-0026802,P-001255,AC-001255,P-000121,AC-000121,2026-02-15 11:02:49,75523,UPI,BOK-HDFC,BR-007,UTR-5449523404,,
TXN-0026803,P-000344,AC-000344,P-000041,AC-000041,2026-02-14 15:13:26,113325,CASH,BOK-HDFC,BR-004,UTR-7973292320,,
TXN-0026804,P-001258,AC-001258,P-001847,AC-001847,2026-08-09 18:57:43,66896,TRANSFER,BOK-IB,BR-059,UTR-6467733395,,
TXN-0026805,P-001184,AC-001184,P-001487,AC-001487,2026-06-12 17:54:32,116353,CASH,BOK-IB,BR-110,UTR-7559025621,,
TXN-0026806,P-001949,AC-001949,P-001244,AC-001244,2026-08-28 03:17:02,108964,UPI,BOK-PNB,BR-012,UTR-6568657954,,CR-2026-2019
TXN-0026807,P-000867,AC-000867,P-001668,AC-001668,2026-05-18 02:37:34,156115,UPI,BOK-YES,BR-130,UTR-3823735481,,
TXN-0026808,P-000973,AC-000973,P-000100,AC-000100,2026-03-06 08:07:32,69993,TRANSFER,BOK-SBI,BR-116,UTR-9107118323,,CR-2026-2008
TXN-0026809,P-001532,AC-001532,P-000316,AC-000316,2026-05-06 15:18:52,46782,CASH,BOK-DBS,BR-131,UTR-9779495015,,
TXN-0026810,P-000369,AC-000369,P-001521,AC-001521,2026-02-24 06:22:03,4366,RTGS,BOK-HDFC,BR-207,UTR-3286881384,,
TXN-0026811,P-001824,AC-001824,P-000279,AC-000279,2026-03-20 13:13:44,78181,RTGS,BOK-ESAF,BR-145,UTR-1714512860,,CR-2026-2002
TXN-0026812,P-000157,AC-000157,P-000673,AC-000673,2026-02-08 16:27:46,238449,UPI,BOK-BOB,BR-161,UTR-7903503973,,CR-2026-2020
TXN-0026813,P-001195,AC-001195,P-000888,AC-000888,2026-03-20 14:38:45,108777,TRANSFER,BOK-YES,BR-130,UTR-6099485368,,CR-2026-2009
TXN-0026814,P-001472,AC-001472,P-000501,AC-000501,2026-04-05 03:32:21,68708,RTGS,BOK-HDFC,BR-181,UTR-4778585985,,CR-2026-2014
TXN-0026815,P-000913,AC-000913,P-000827,AC-000827,2026-02-06 08:21:43,57368,UPI,BOK-IB,BR-202,UTR-3472203540,,CR-2026-2018
TXN-0026816,P-001219,AC-001219,P-000529,AC-000529,2026-08-07 03:26:45,73150,TRANSFER,BOK-AXIS,BR-132,UTR-2244319083,,
TXN-0026817,P-000726,AC-000726,P-001738,AC-001738,2026-02-12 11:13:30,78856,TRANSFER,BOK-RBL,BR-159,UTR-9477071225,,CR-2026-2011
TXN-0026818,P-001057,AC-001057,P-001651,AC-001651,2026-08-20 14:38:05,92218,RTGS,BOK-IDFC,BR-142,UTR-7881855438,L-000030,
TXN-0026819,P-001875,AC-001875,P-000500,AC-000500,2026-01-31 11:20:04,16926,TRANSFER,BOK-SBI,BR-149,UTR-7890217083,,
TXN-0026820,P-000866,AC-000866,P-000442,AC-000442,2026-08-02 07:04:24,75092,RTGS,BOK-ICICI,BR-071,UTR-8728808528,,CR-2026-2020
TXN-0026821,P-001380,AC-001380,P-001826,AC-001826,2026-03-16 12:36:46,45510,TRANSFER,BOK-CBI,BR-099,UTR-4538304568,,
TXN-0026822,P-001229,AC-001229,P-000010,AC-000010,2026-05-24 06:47:29,18436,UPI,BOK-CUB,BR-204,UTR-9925151237,,
TXN-0026823,P-001050,AC-001050,P-000174,AC-000174,2026-01-08 07:07:17,231447,RTGS,BOK-CAN,BR-188,UTR-4974938505,,CR-2026-2011
TXN-0026824,P-000976,AC-000976,P-001213,AC-001213,2026-04-15 08:05:37,173252,RTGS,BOK-BOB,BR-142,UTR-8564063704,,
TXN-0026825,P-001824,AC-001824,P-000279,AC-000279,2026-06-07 05:26:53,80650,TRANSFER,BOK-ESAF,BR-145,UTR-3157248686,,
TXN-0026826,P-001500,AC-001500,P-000012,AC-000012,2026-02-17 10:25:50,177266,TRANSFER,BOK-INDUS,BR-048,UTR-2197626844,L-000143,CR-2026-2005
TXN-0026827,P-001588,AC-001588,P-000253,AC-000253,2026-05-31 19:28:23,243354,TRANSFER,BOK-BOB,BR-110,UTR-5346366381,,CR-2026-2009
TXN-0026828,P-000689,AC-000689,P-001863,AC-001863,2026-05-25 00:08:49,131528,NEFT,BOK-BOA,BR-131,UTR-4337118319,,
TXN-0026829,P-001484,AC-001484,P-001843,AC-001843,2026-04-24 12:02:36,175164,RTGS,BOK-BOA,BR-102,UTR-4876752716,,CR-2026-2016
TXN-0026830,P-001123,AC-001123,P-001624,AC-001624,2026-05-29 08:00:31,172360,UPI,BOK-PNB,BR-147,UTR-8907626112,,CR-2026-2013
TXN-0026831,P-001437,AC-001437,P-000814,AC-000814,2026-04-26 14:06:19,11743,CASH,BOK-CAN,BR-038,UTR-4203531789,,CR-2026-2005
TXN-0026832,P-000809,AC-000809,P-001133,AC-001133,2026-08-27 03:32:49,249405,CASH,BOK-BOB,BR-159,UTR-8501337112,,
TXN-0026833,P-000295,AC-000295,P-001798,AC-001798,2026-03-03 09:32:29,68953,CASH,BOK-RBL,BR-114,UTR-8885958193,,
TXN-0026834,P-000899,AC-000899,P-001754,AC-001754,2026-06-05 16:10:37,53961,TRANSFER,BOK-CAN,BR-142,UTR-2977926512,,
TXN-0026835,P-000340,AC-000340,P-001536,AC-001536,2026-08-24 15:31:39,201984,NEFT,BOK-DBS,BR-102,UTR-3665285794,,
TXN-0026836,P-001012,AC-001012,P-000674,AC-000674,2026-02-11 17:38:04,110988,TRANSFER,BOK-CAN,BR-053,UTR-5537468632,,
TXN-0026837,P-001725,AC-001725,P-001522,AC-001522,2026-08-17 09:15:01,72554,TRANSFER,BOK-ICICI,BR-046,UTR-4072287365,L-000067,
TXN-0026838,P-000764,AC-000764,P-000083,AC-000083,2026-02-17 08:13:38,61131,TRANSFER,BOK-BOA,BR-035,UTR-3130128690,,CR-2026-2009
TXN-0026839,P-001719,AC-001719,P-001029,AC-001029,2026-06-18 00:17:21,67307,TRANSFER,BOK-AXIS,BR-108,UTR-1806664596,L-000017,
TXN-0026840,P-001705,AC-001705,P-000879,AC-000879,2026-05-30 22:28:18,29352,NEFT,BOK-ESAF,BR-002,UTR-6391675199,,
TXN-0026841,P-000798,AC-000798,P-000954,AC-000954,2026-04-01 18:01:18,71899,NEFT,BOK-CAN,BR-163,UTR-5680332333,,
TXN-0026842,P-000954,AC-000954,P-000860,AC-000860,2026-05-19 03:16:21,65765,UPI,BOK-SBI,BR-051,UTR-7843449527,L-000044,
TXN-0026843,P-001462,AC-001462,P-000820,AC-000820,2026-07-15 18:43:42,55351,TRANSFER,BOK-SBI,BR-110,UTR-1594857638,,CR-2026-2015
TXN-0026844,P-000039,AC-000039,P-001628,AC-001628,2026-05-25 04:31:21,92674,TRANSFER,BOK-YES,BR-057,UTR-5054442510,,CR-2026-2009
TXN-0026845,P-001824,AC-001824,P-000279,AC-000279,2026-03-13 12:16:54,79278,NEFT,BOK-ESAF,BR-145,UTR-2679966885,,
TXN-0026846,P-001601,AC-001601,P-001239,AC-001239,2026-03-19 15:29:00,81460,TRANSFER,BOK-ESAF,BR-067,UTR-5194016699,,
TXN-0026847,P-000672,AC-000672,P-001936,AC-001936,2026-08-07 22:52:44,167728,UPI,BOK-DBS,BR-040,UTR-9408029212,,CR-2026-2005
TXN-0026848,P-000379,AC-000379,P-000227,AC-000227,2026-03-03 15:37:35,106108,RTGS,BOK-IB,BR-028,UTR-9818902693,L-000035,
TXN-0026849,P-000837,AC-000837,P-001007,AC-001007,2026-03-24 03:23:28,29283,TRANSFER,BOK-IB,BR-040,UTR-2842418710,,CR-2026-2018
TXN-0026850,P-000976,AC-000976,P-000798,AC-000798,2026-01-11 16:34:44,81218,UPI,BOK-RBL,BR-165,UTR-2237816732,,
TXN-0026851,P-001479,AC-001479,P-000595,AC-000595,2026-01-19 11:51:36,165892,UPI,BOK-UCO,BR-045,UTR-2025407971,,
TXN-0026852,P-000106,AC-000106,P-001569,AC-001569,2026-06-23 21:45:19,45182,CASH,BOK-AXIS,BR-118,UTR-8094992386,,
TXN-0026853,P-000036,AC-000036,P-001247,AC-001247,2026-08-08 21:50:10,110283,TRANSFER,BOK-IB,BR-208,UTR-2299997238,,CR-2026-2017
TXN-0026854,P-000781,AC-000781,P-000052,AC-000052,2026-07-07 09:02:56,11380,UPI,BOK-INDUS,BR-009,UTR-7081741363,,
TXN-0026855,P-001766,AC-001766,P-001991,AC-001991,2026-06-07 17:12:21,225722,TRANSFER,BOK-IDFC,BR-015,UTR-3796693260,L-000073,
TXN-0026856,P-001979,AC-001979,P-001584,AC-001584,2026-02-04 10:10:08,79900,RTGS,BOK-PNB,BR-114,UTR-7957831243,,
TXN-0026857,P-001183,AC-001183,P-001933,AC-001933,2026-06-10 19:14:50,147886,UPI,BOK-BOB,BR-190,UTR-9123566792,L-000053,
TXN-0026858,P-001966,AC-001966,P-001869,AC-001869,2026-08-26 07:25:19,115008,RTGS,BOK-AXIS,BR-037,UTR-6618907478,,
TXN-0026859,P-000063,AC-000063,P-001622,AC-001622,2026-02-20 20:07:17,68729,RTGS,BOK-ICICI,BR-023,UTR-5314399690,,CR-2026-2016
TXN-0026860,P-001928,AC-001928,P-000585,AC-000585,2026-03-09 15:08:19,80280,TRANSFER,BOK-KVB,BR-145,UTR-9984898375,,CR-2026-2002
TXN-0026861,P-000393,AC-000393,P-000631,AC-000631,2026-07-15 16:42:03,96275,TRANSFER,BOK-IDFC,BR-096,UTR-3262927261,,CR-2026-2010
TXN-0026862,P-000271,AC-000271,P-000143,AC-000143,2026-03-05 13:19:31,128354,UPI,BOK-BOA,BR-117,UTR-8682956393,L-000144,CR-2026-2001
TXN-0026863,P-001653,AC-001653,P-001342,AC-001342,2026-04-06 09:43:33,5800,TRANSFER,BOK-ICICI,BR-012,UTR-2168552335,L-000078,
TXN-0026864,P-001531,AC-001531,P-000866,AC-000866,2026-08-09 23:43:40,80933,CASH,BOK-CBI,BR-186,UTR-4274007107,,CR-2026-2019
TXN-0026865,P-001212,AC-001212,P-001236,AC-001236,2026-03-11 08:35:19,129984,UPI,BOK-DBS,BR-026,UTR-6492139252,,CR-2026-2015
TXN-0026866,P-001584,AC-001584,P-001759,AC-001759,2026-01-19 12:39:57,76115,TRANSFER,BOK-ESAF,BR-201,UTR-8977357301,,CR-2026-2009
TXN-0026867,P-000582,AC-000582,P-001063,AC-001063,2026-07-09 23:38:08,89828,TRANSFER,BOK-BOA,BR-032,UTR-8334487128,,
TXN-0026868,P-000544,AC-000544,P-001787,AC-001787,2026-02-27 04:53:24,78802,TRANSFER,BOK-IB,BR-032,UTR-6075295400,,CR-2026-2013
TXN-0026869,P-000502,AC-000502,P-001932,AC-001932,2026-08-31 17:41:23,61327,UPI,BOK-INDUS,BR-178,UTR-2356829024,,
TXN-0026870,P-000017,AC-000017,P-000777,AC-000777,2026-02-05 20:34:21,137994,CASH,BOK-FED,BR-164,UTR-3937407368,,
TXN-0026871,P-001044,AC-001044,P-001258,AC-001258,2026-07-25 21:48:05,71075,CASH,BOK-RBL,BR-075,UTR-8844522735,,
TXN-0026872,P-001555,AC-001555,P-000973,AC-000973,2026-07-22 04:30:48,74045,TRANSFER,BOK-BOB,BR-006,UTR-6921885253,,CR-2026-2014
TXN-0026873,P-001630,AC-001630,P-001448,AC-001448,2026-08-18 07:43:54,56258,RTGS,BOK-YES,BR-020,UTR-2232227612,L-000005,
TXN-0026874,P-001531,AC-001531,P-001513,AC-001513,2026-07-31 01:03:38,80503,TRANSFER,BOK-BOB,BR-027,UTR-1432426559,,CR-2026-2012
TXN-0026875,P-000977,AC-000977,P-000837,AC-000837,2026-07-18 20:33:21,190009,UPI,BOK-FED,BR-071,UTR-7957403030,,
TXN-0026876,P-001536,AC-001536,P-000942,AC-000942,2026-07-01 18:58:54,51836,TRANSFER,BOK-ICICI,BR-184,UTR-9506592849,,
TXN-0026877,P-000158,AC-000158,P-000610,AC-000610,2026-06-27 11:52:06,74590,TRANSFER,BOK-CUB,BR-023,UTR-1434852452,,
TXN-0026878,P-001007,AC-001007,P-000554,AC-000554,2026-03-05 17:53:38,86515,CASH,BOK-CAN,BR-106,UTR-3426018977,,CR-2026-2020
TXN-0026879,P-001627,AC-001627,P-001149,AC-001149,2026-05-01 04:36:27,140827,CASH,BOK-AXIS,BR-190,UTR-5037087901,,CR-2026-2007
TXN-0026880,P-001044,AC-001044,P-001258,AC-001258,2026-01-03 19:41:09,71272,NEFT,BOK-RBL,BR-075,UTR-5772034362,,CR-2026-2015
TXN-0026881,P-000066,AC-000066,P-000946,AC-000946,2026-04-26 00:35:27,121684,RTGS,BOK-CBI,BR-185,UTR-9486036660,,CR-2026-2001
TXN-0026882,P-000889,AC-000889,P-001447,AC-001447,2026-07-25 14:01:27,176403,RTGS,BOK-IB,BR-218,UTR-7376851128,,CR-2026-2002
TXN-0026883,P-000795,AC-000795,P-000502,AC-000502,2026-06-02 02:10:14,67846,UPI,BOK-ICICI,BR-070,UTR-7065224300,,
TXN-0026884,P-000390,AC-000390,P-000914,AC-000914,2026-03-17 08:13:32,67004,UPI,BOK-CAN,BR-122,UTR-8533398798,L-000045,CR-2026-2002
TXN-0026885,P-001719,AC-001719,P-001029,AC-001029,2026-04-18 02:13:19,65057,UPI,BOK-AXIS,BR-108,UTR-4272539901,,
TXN-0026886,P-000833,AC-000833,P-000548,AC-000548,2026-02-15 06:08:57,93512,TRANSFER,BOK-YES,BR-120,UTR-7086721831,,
TXN-0026887,P-001536,AC-001536,P-000942,AC-000942,2026-01-20 02:34:05,53692,TRANSFER,BOK-ICICI,BR-184,UTR-2558735802,,CR-2026-2019
TXN-0026888,P-001848,AC-001848,P-000098,AC-000098,2026-07-28 10:37:06,60399,TRANSFER,BOK-RBL,BR-009,UTR-6300848290,,
TXN-0026889,P-000610,AC-000610,P-001981,AC-001981,2026-02-06 17:08:32,91156,RTGS,BOK-HDFC,BR-015,UTR-1565264960,,
TXN-0026890,P-000771,AC-000771,P-001555,AC-001555,2026-08-05 22:50:32,78781,UPI,BOK-UCO,BR-115,UTR-3460517354,,
TXN-0026891,P-000672,AC-000672,P-000482,AC-000482,2026-06-19 09:10:43,141793,NEFT,BOK-ICICI,BR-018,UTR-5513441510,,CR-2026-2019
TXN-0026892,P-000448,AC-000448,P-000873,AC-000873,2026-06-24 15:09:03,170637,UPI,BOK-BOB,BR-014,UTR-5107776810,,CR-2026-2018
TXN-0026893,P-000993,AC-000993,P-001409,AC-001409,2026-06-06 03:11:17,79950,TRANSFER,BOK-AXIS,BR-155,UTR-3065601372,,
TXN-0026894,P-000308,AC-000308,P-000047,AC-000047,2026-01-10 13:55:02,66993,TRANSFER,BOK-IB,BR-168,UTR-2883842732,,
TXN-0026895,P-001847,AC-001847,P-001863,AC-001863,2026-02-26 01:18:23,56382,TRANSFER,BOK-BOA,BR-131,UTR-3105489461,,
TXN-0026896,P-000584,AC-000584,P-001787,AC-001787,2026-03-17 16:37:28,197015,UPI,BOK-IB,BR-032,UTR-4224403048,,
TXN-0026897,P-001773,AC-001773,P-000981,AC-000981,2026-04-10 09:58:06,142234,UPI,BOK-HDFC,BR-134,UTR-2126119672,,
TXN-0026898,P-001529,AC-001529,P-001578,AC-001578,2026-04-01 11:09:21,173852,TRANSFER,BOK-RBL,BR-207,UTR-1647727165,,CR-2026-2005
TXN-0026899,P-001725,AC-001725,P-001522,AC-001522,2026-08-10 09:52:39,72291,UPI,BOK-ICICI,BR-046,UTR-3140439619,,
TXN-0026900,P-001044,AC-001044,P-001258,AC-001258,2026-07-15 18:35:50,73267,TRANSFER,BOK-RBL,BR-075,UTR-8968426417,,CR-2026-2004
TXN-0026901,P-001273,AC-001273,P-001832,AC-001832,2026-07-18 18:26:25,198538,NEFT,BOK-INDUS,BR-024,UTR-3778286178,,CR-2026-2010
TXN-0026902,P-001296,AC-001296,P-001470,AC-001470,2026-01-25 00:24:15,208189,TRANSFER,BOK-CUB,BR-016,UTR-6886529385,,
