call_id,caller_person_id,caller_phone_id,caller_phone,receiver_person_id,receiver_phone_id,receiver_phone,call_datetime,duration_seconds,call_type,cell_tower_id,cell_tower_location_id,cell_tower_location,case_id
CAL-0044138,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-01-10 20:12:37,3329,OUTGOING,TWR-0008,L-000116,"Highway Junction, Vellore",
CAL-0044139,P-001761,PH-000334,+91-6864622522,P-001252,PH-000708,+91-6731625265,2026-02-05 01:55:35,3574,OUTGOING,TWR-0312,L-000015,"SIPCOT, Kanniyakumari",
CAL-0044140,P-001155,PH-000110,+91-1877347784,P-001026,PH-000872,+91-9647408031,2026-03-04 22:40:06,734,OUTGOING,TWR-0351,L-000197,"IT Park, Tirunelveli",
CAL-0044141,P-000470,PH-000340,+91-9655553566,P-000993,PH-000145,+91-4316526693,2026-05-13 11:48:26,398,OUTGOING,TWR-0397,L-000167,"Old Town, Dindigul",
CAL-0044142,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-06-05 00:47:41,0,MISSED,TWR-0295,L-000160,"Industrial Estate, Thoothukudi",CR-2026-2003
CAL-0044143,P-001398,PH-000773,+91-9258796434,P-001760,PH-000610,+91-1187181335,2026-01-07 17:50:04,1821,OUTGOING,TWR-0156,L-000108,"Auto Nagar, Thoothukudi",CR-2026-2014
CAL-0044144,P-001251,PH-000173,+91-9081081866,P-001938,PH-000220,+91-4120948181,2026-06-17 09:40:14,2418,OUTGOING,TWR-0132,L-000052,"Bus Stand, Erode",CR-2026-2010
CAL-0044145,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-08-07 07:06:25,2118,OUTGOING,TWR-0368,L-000091,"Industrial Estate, Nagapattinam",CR-2026-2013
CAL-0044146,P-001981,PH-000093,+91-2234232161,P-001323,PH-000398,+91-6502374167,2026-04-13 11:31:36,1605,OUTGOING,TWR-0121,L-000016,"University Road, Karur",
CAL-0044147,P-000583,PH-000005,+91-4712814429,P-001104,PH-000458,+91-2271133228,2026-01-20 16:37:22,1630,OUTGOING,TWR-0011,L-000009,"Highway Junction, Krishnagiri",
CAL-0044148,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-01-23 07:59:34,2732,INCOMING,TWR-0197,L-000021,"Old Town, Coimbatore",
CAL-0044149,P-000425,PH-000213,+91-7702851961,P-001986,PH-000209,+91-5712661106,2026-06-14 03:17:19,2760,INCOMING,TWR-0131,L-000064,"Residential Colony, Karur",CR-2026-2016
CAL-0044150,P-000326,PH-000264,+91-0501508124,P-000265,PH-000359,+91-9047292774,2026-01-09 15:41:29,3136,OUTGOING,TWR-0041,L-000082,"Highway Junction, Nagercoil",
CAL-0044151,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-08-01 13:48:21,3479,INCOMING,TWR-0206,L-000165,"Ring Road, Krishnagiri",
CAL-0044152,P-000616,PH-000567,+91-2588358681,P-001964,PH-000162,+91-3908926137,2026-03-12 09:46:55,2354,OUTGOING,TWR-0036,L-000021,"Old Town, Coimbatore",CR-2026-2002
CAL-0044153,P-001125,PH-000459,+91-8985725459,P-001887,PH-000396,+91-6284177225,2026-01-01 04:44:27,298,INCOMING,TWR-0306,L-000113,"Old Town, Tirunelveli",
CAL-0044154,P-000735,PH-000611,+91-9561642059,P-000157,PH-000558,+91-8038287232,2026-05-10 19:24:10,2207,OUTGOING,TWR-0100,L-000021,"Old Town, Coimbatore",CR-2026-2002
CAL-0044155,P-001565,PH-000210,+91-2737158698,P-000951,PH-000790,+91-9409600356,2026-01-30 08:21:53,2438,OUTGOING,TWR-0172,L-000082,"Highway Junction, Nagercoil",CR-2026-2005
CAL-0044156,P-001245,PH-000296,+91-2632967629,P-000901,PH-000711,+91-9613273034,2026-08-30 01:19:12,1875,OUTGOING,TWR-0034,L-000082,"Highway Junction, Nagercoil",CR-2026-2016
CAL-0044157,P-000579,PH-000929,+91-7583392056,P-001489,PH-000973,+91-9014473404,2026-08-24 03:25:31,2718,INCOMING,TWR-0220,L-000165,"Ring Road, Krishnagiri",
CAL-0044158,P-000603,PH-000125,+91-8536649878,P-000822,PH-000789,+91-5129578606,2026-02-12 04:17:36,940,INCOMING,TWR-0203,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0044159,P-001767,PH-000200,+91-0602908466,P-001232,PH-000186,+91-1795760243,2026-07-08 06:45:03,2904,OUTGOING,TWR-0392,L-000036,"Port Area, Dindigul",
CAL-0044160,P-001981,PH-000093,+91-2234232161,P-000191,PH-000380,+91-9718594849,2026-07-15 10:38:51,2107,OUTGOING,TWR-0267,L-000062,"Port Area, Chennai",CR-2026-2013
CAL-0044161,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-07-25 05:31:52,2475,OUTGOING,TWR-0222,L-000092,"Old Town, Cuddalore",CR-2026-2009
CAL-0044162,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-05-01 02:35:01,1503,OUTGOING,TWR-0091,L-000090,"Warehouse Zone, Salem",
CAL-0044163,P-000175,PH-000972,+91-6600767620,P-000174,PH-000314,+91-9143639102,2026-01-17 04:31:11,1578,OUTGOING,TWR-0260,L-000150,"Warehouse Zone, Coimbatore",
CAL-0044164,P-001577,PH-000409,+91-7554110825,P-000927,PH-000840,+91-1659726347,2026-07-19 09:07:46,1119,OUTGOING,TWR-0105,L-000031,"Highway Junction, Dindigul",
CAL-0044165,P-000756,PH-000805,+91-0702608698,P-000375,PH-000861,+91-4090805120,2026-05-14 21:31:21,588,INCOMING,TWR-0253,L-000153,"University Road, Krishnagiri",CR-2026-2010
CAL-0044166,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-06-09 20:15:08,2217,INCOMING,TWR-0226,L-000077,"Textile Market, Coimbatore",CR-2026-2003
CAL-0044167,P-001321,PH-000143,+91-3459112382,P-000354,PH-000026,+91-4615717320,2026-05-12 04:54:31,587,INCOMING,TWR-0308,L-000188,"Railway Station, Chennai",
CAL-0044168,P-001251,PH-000142,+91-8570027206,P-001818,PH-000949,+91-4292501058,2026-07-03 11:38:12,0,MISSED,TWR-0052,L-000152,"Warehouse Zone, Coimbatore",CR-2026-2003
CAL-0044169,P-000737,PH-000221,+91-3989098378,P-000970,PH-000653,+91-6241118600,2026-07-04 06:29:03,3489,OUTGOING,TWR-0387,L-000053,"Bypass, Madurai",CR-2026-2001
CAL-0044170,P-000069,PH-000220,+91-4120948181,P-001730,PH-000229,+91-0578617063,2026-04-10 19:40:53,3354,INCOMING,TWR-0158,L-000181,"Highway Junction, Chennai",
CAL-0044171,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-05-24 06:50:52,385,OUTGOING,TWR-0023,L-000149,"Residential Colony, Cuddalore",
CAL-0044172,P-001251,PH-000173,+91-9081081866,P-001237,PH-000094,+91-1076031089,2026-04-14 23:12:17,491,OUTGOING,TWR-0185,L-000009,"Highway Junction, Krishnagiri",
CAL-0044173,P-001761,PH-000334,+91-6864622522,P-001311,PH-000174,+91-1794549180,2026-08-01 10:51:11,2973,INCOMING,TWR-0191,L-000011,"Railway Station, Chennai",
CAL-0044174,P-001329,PH-000083,+91-6273014719,P-000412,PH-000473,+91-4768342016,2026-06-28 22:17:11,1491,OUTGOING,TWR-0010,L-000177,"Technology Park, Hosur",
CAL-0044175,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-06-01 22:39:08,2517,OUTGOING,TWR-0099,L-000021,"Old Town, Coimbatore",
CAL-0044176,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-07-09 09:41:21,2188,OUTGOING,TWR-0064,L-000165,"Ring Road, Krishnagiri",
CAL-0044177,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-02-06 18:14:35,2776,OUTGOING,TWR-0226,L-000121,"Residential Colony, Nagercoil",CR-2026-2013
CAL-0044178,P-000683,PH-000721,+91-4091508632,P-000123,PH-000797,+91-8123179556,2026-04-26 17:06:57,2492,OUTGOING,TWR-0394,L-000147,"Port Area, Tiruchirappalli",CR-2026-2003
CAL-0044179,P-001032,PH-000381,+91-1025625889,P-000937,PH-000970,+91-1072011379,2026-02-07 08:03:15,2893,OUTGOING,TWR-0122,L-000076,"Bus Stand, Cuddalore",
CAL-0044180,P-000162,PH-000112,+91-5677002842,P-001746,PH-000012,+91-5694544149,2026-07-31 04:37:48,344,OUTGOING,TWR-0358,L-000111,"Market Road, Kanniyakumari",
CAL-0044181,P-000756,PH-000805,+91-0702608698,P-001530,PH-000679,+91-4268774186,2026-04-10 00:11:58,3430,OUTGOING,TWR-0366,L-000091,"Industrial Estate, Nagapattinam",
CAL-0044182,P-001398,PH-000773,+91-9258796434,P-001760,PH-000610,+91-1187181335,2026-06-11 06:00:21,853,OUTGOING,TWR-0274,L-000029,"Grain Market, Coimbatore",
CAL-0044183,P-000679,PH-000315,+91-5743263039,P-001642,PH-000578,+91-8217661912,2026-04-29 19:41:17,2736,OUTGOING,TWR-0400,L-000064,"Residential Colony, Karur",
CAL-0044184,P-000499,PH-000494,+91-2091179112,P-001122,PH-000471,+91-9605673030,2026-08-10 13:01:14,1456,OUTGOING,TWR-0311,L-000199,"Port Area, Vellore",
CAL-0044185,P-000820,PH-000307,+91-1220681558,P-000919,PH-000544,+91-6795410727,2026-02-09 10:17:21,423,INCOMING,TWR-0135,L-000009,"Highway Junction, Krishnagiri",CR-2026-2011
CAL-0044186,P-000508,PH-000481,+91-5127652892,P-000961,PH-000736,+91-1163319422,2026-08-28 07:14:49,410,OUTGOING,TWR-0065,L-000194,"Industrial Estate, Nagercoil",
CAL-0044187,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-04-08 01:41:54,1722,INCOMING,TWR-0113,L-000034,"Technology Park, Erode",
CAL-0044188,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-08-24 20:32:28,2096,INCOMING,TWR-0280,L-000121,"Residential Colony, Nagercoil",
CAL-0044189,P-000344,PH-000277,+91-7766575460,P-001843,PH-000050,+91-6335693929,2026-05-05 22:46:17,2305,OUTGOING,TWR-0012,L-000012,"Bus Stand, Madurai",
CAL-0044190,P-000560,PH-000557,+91-5914975019,P-001195,PH-000886,+91-9025425730,2026-02-12 04:27:45,2561,OUTGOING,TWR-0227,L-000021,"Old Town, Coimbatore",
CAL-0044191,P-000576,PH-000687,+91-5295806601,P-001038,PH-000628,+91-7509889864,2026-06-10 04:59:49,630,OUTGOING,TWR-0247,L-000095,"Port Area, Nagercoil",
CAL-0044192,P-000004,PH-000231,+91-6718325823,P-000856,PH-000460,+91-6063399129,2026-04-06 01:30:18,2780,INCOMING,TWR-0262,L-000078,"Technology Park, Nagercoil",CR-2026-2016
CAL-0044193,P-001742,PH-000147,+91-0696942152,P-001484,PH-000666,+91-6041644859,2026-04-04 07:29:33,833,OUTGOING,TWR-0095,L-000014,"Auto Nagar, Nagapattinam",
CAL-0044194,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-05-11 12:29:14,1153,OUTGOING,TWR-0317,L-000031,"Highway Junction, Dindigul",
CAL-0044195,P-000891,PH-000483,+91-1096179817,P-001149,PH-000447,+91-7657041200,2026-02-20 10:54:09,993,OUTGOING,TWR-0030,L-000160,"Industrial Estate, Thoothukudi",
CAL-0044196,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-05-14 20:08:30,945,OUTGOING,TWR-0055,L-000040,"University Road, Tirunelveli",CR-2026-2013
CAL-0044197,P-001317,PH-000818,+91-7681826832,P-000772,PH-000468,+91-8711216636,2026-03-02 16:11:36,1951,OUTGOING,TWR-0390,L-000020,"Residential Colony, Karur",CR-2026-2017
CAL-0044198,P-001232,PH-000186,+91-1795760243,P-001463,PH-000319,+91-0232129833,2026-07-23 00:27:51,1398,INCOMING,TWR-0231,L-000130,"Auto Nagar, Nagapattinam",CR-2026-2015
CAL-0044199,P-000115,PH-000406,+91-6708604145,P-001766,PH-000453,+91-4281139043,2026-05-12 07:08:15,2872,OUTGOING,TWR-0011,L-000092,"Old Town, Cuddalore",
CAL-0044200,P-001329,PH-000083,+91-6273014719,P-000811,PH-000529,+91-0663436294,2026-01-08 09:39:28,646,INCOMING,TWR-0342,L-000016,"University Road, Karur",CR-2026-2016
CAL-0044201,P-000708,PH-000326,+91-0857666567,P-001939,PH-000794,+91-3426433502,2026-08-01 20:26:57,582,OUTGOING,TWR-0381,L-000034,"Technology Park, Erode",
CAL-0044202,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-06-18 05:03:48,2185,OUTGOING,TWR-0388,L-000114,"Ring Road, Thanjavur",
CAL-0044203,P-000267,PH-000366,+91-6492151826,P-000677,PH-000952,+91-0271122182,2026-01-03 18:22:58,2393,OUTGOING,TWR-0348,L-000121,"Residential Colony, Nagercoil",
CAL-0044204,P-000039,PH-000350,+91-3414111593,P-000672,PH-000237,+91-0209700268,2026-07-25 10:57:03,527,OUTGOING,TWR-0176,L-000075,"Residential Colony, Salem",CR-2026-2009
CAL-0044205,P-001886,PH-000650,+91-8634255638,P-001815,PH-000677,+91-7548138666,2026-07-27 11:11:54,78,INCOMING,TWR-0071,L-000063,"Market Road, Erode",
CAL-0044206,P-000922,PH-000377,+91-6093141818,P-001298,PH-000448,+91-9282066784,2026-06-21 03:54:09,0,MISSED,TWR-0247,L-000192,"Bypass, Cuddalore",
CAL-0044207,P-000922,PH-000377,+91-6093141818,P-000019,PH-000169,+91-3776749961,2026-07-07 01:28:54,425,INCOMING,TWR-0121,L-000114,"Ring Road, Thanjavur",
CAL-0044208,P-000571,PH-000292,+91-1632346729,P-001780,PH-000571,+91-0231177533,2026-04-07 12:54:14,1184,OUTGOING,TWR-0147,L-000096,"Warehouse Zone, Tiruchirappalli",CR-2026-2003
CAL-0044209,P-000023,PH-000870,+91-8345273466,P-001128,PH-000521,+91-1441583311,2026-07-09 21:04:08,0,MISSED,TWR-0104,L-000172,"Warehouse Zone, Chennai",
CAL-0044210,P-001665,PH-000874,+91-4635806882,P-001740,PH-000918,+91-3125129311,2026-07-28 21:33:20,114,OUTGOING,TWR-0010,L-000090,"Warehouse Zone, Salem",
CAL-0044211,P-001886,PH-000650,+91-8634255638,P-001507,PH-000993,+91-2749680491,2026-01-28 11:37:41,352,OUTGOING,TWR-0302,L-000153,"University Road, Krishnagiri",
CAL-0044212,P-000229,PH-000015,+91-3443009109,P-001133,PH-000853,+91-5721514940,2026-04-20 14:59:34,2059,OUTGOING,TWR-0263,L-000009,"Highway Junction, Krishnagiri",
CAL-0044213,P-001017,PH-000378,+91-6151554234,P-001757,PH-000823,+91-0148439910,2026-04-18 06:32:27,780,INCOMING,TWR-0079,L-000198,"Port Area, Krishnagiri",
CAL-0044214,P-001551,PH-000907,+91-7431271026,P-001215,PH-000452,+91-3411159503,2026-05-15 17:28:13,72,OUTGOING,TWR-0290,L-000130,"Auto Nagar, Nagapattinam",CR-2026-2016
CAL-0044215,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-03-26 12:26:02,651,OUTGOING,TWR-0105,L-000102,"Industrial Estate, Hosur",CR-2026-2016
CAL-0044216,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-08-20 05:48:11,1716,INCOMING,TWR-0190,L-000016,"University Road, Karur",CR-2026-2003
CAL-0044217,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-02-19 14:30:38,3085,OUTGOING,TWR-0203,L-000072,"Warehouse Zone, Erode",
CAL-0044218,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-04-14 00:04:53,1746,OUTGOING,TWR-0399,L-000179,"SIPCOT, Tiruchirappalli",
CAL-0044219,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-01-01 11:33:36,1740,INCOMING,TWR-0156,L-000130,"Auto Nagar, Nagapattinam",
CAL-0044220,P-001742,PH-000147,+91-0696942152,P-000284,PH-000764,+91-8051371717,2026-01-31 14:30:05,2297,INCOMING,TWR-0338,L-000010,"Railway Station, Erode",
CAL-0044221,P-001565,PH-000210,+91-2737158698,P-000794,PH-000974,+91-3370096873,2026-07-14 08:16:31,238,OUTGOING,TWR-0217,L-000012,"Bus Stand, Madurai",
CAL-0044222,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-07-31 22:38:14,1934,OUTGOING,TWR-0079,L-000142,"Warehouse Zone, Dindigul",
CAL-0044223,P-001535,PH-000105,+91-9121535396,P-001846,PH-000306,+91-3106005313,2026-01-15 12:58:02,1355,OUTGOING,TWR-0399,L-000114,"Ring Road, Thanjavur",
CAL-0044224,P-000290,PH-000222,+91-0182043397,P-000603,PH-000125,+91-8536649878,2026-08-18 12:28:14,2907,OUTGOING,TWR-0275,L-000054,"Warehouse Zone, Cuddalore",
CAL-0044225,P-001981,PH-000093,+91-2234232161,P-001782,PH-000136,+91-9078515867,2026-06-02 22:08:42,2100,OUTGOING,TWR-0260,L-000152,"Warehouse Zone, Coimbatore",
CAL-0044226,P-000648,PH-000620,+91-9294455116,P-001452,PH-000496,+91-7061713665,2026-06-05 02:05:01,1030,OUTGOING,TWR-0141,L-000092,"Old Town, Cuddalore",CR-2026-2001
CAL-0044227,P-001652,PH-000139,+91-7606441343,P-000100,PH-000422,+91-0053424089,2026-03-18 12:02:37,3317,OUTGOING,TWR-0031,L-000076,"Bus Stand, Cuddalore",
CAL-0044228,P-001317,PH-000556,+91-6078701041,P-001269,PH-000822,+91-6468677524,2026-03-02 21:01:36,1249,OUTGOING,TWR-0290,L-000042,"Market Road, Dindigul",
CAL-0044229,P-000891,PH-000483,+91-1096179817,P-001311,PH-000174,+91-1794549180,2026-05-26 13:38:52,655,OUTGOING,TWR-0013,L-000054,"Warehouse Zone, Cuddalore",
CAL-0044230,P-001100,PH-000422,+91-0053424089,P-001204,PH-000333,+91-4364027011,2026-03-15 23:48:38,0,MISSED,TWR-0273,L-000102,"Industrial Estate, Hosur",
CAL-0044231,P-001329,PH-000083,+91-6273014719,P-001248,PH-000527,+91-7541815632,2026-08-08 06:54:05,2736,INCOMING,TWR-0357,L-000165,"Ring Road, Krishnagiri",
CAL-0044232,P-000163,PH-000287,+91-9966361863,P-001820,PH-000307,+91-1220681558,2026-06-04 11:13:02,1990,OUTGOING,TWR-0118,L-000184,"Market Road, Madurai",
CAL-0044233,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-01-07 12:00:34,1613,OUTGOING,TWR-0271,L-000087,"IT Park, Cuddalore",CR-2026-2011
CAL-0044234,P-000011,PH-000787,+91-1191818281,P-000467,PH-000660,+91-7931269789,2026-07-29 08:53:06,0,MISSED,TWR-0112,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0044235,P-000756,PH-000805,+91-0702608698,P-001565,PH-000210,+91-2737158698,2026-04-19 04:19:58,974,OUTGOING,TWR-0184,L-000092,"Old Town, Cuddalore",
CAL-0044236,P-000926,PH-000552,+91-9782661287,P-000203,PH-000438,+91-9642152265,2026-08-16 04:29:57,0,MISSED,TWR-0278,L-000133,"Old Town, Kanniyakumari",
CAL-0044237,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-06-14 05:27:13,1012,INCOMING,TWR-0090,L-000064,"Residential Colony, Karur",CR-2026-2013
CAL-0044238,P-001125,PH-000459,+91-8985725459,P-001940,PH-000368,+91-1312920875,2026-08-06 20:02:25,2323,OUTGOING,TWR-0076,L-000102,"Industrial Estate, Hosur",CR-2026-2003
CAL-0044239,P-001535,PH-000105,+91-9121535396,P-001846,PH-000306,+91-3106005313,2026-03-15 08:41:24,3325,OUTGOING,TWR-0134,L-000182,"IT Park, Karur",
CAL-0044240,P-000115,PH-000406,+91-6708604145,P-001766,PH-000689,+91-3862044851,2026-04-15 01:35:25,2018,INCOMING,TWR-0258,L-000001,"Old Town, Erode",CR-2026-2005
CAL-0044241,P-001125,PH-000459,+91-8985725459,P-000147,PH-000784,+91-7553449021,2026-04-07 17:50:55,373,INCOMING,TWR-0254,L-000001,"Old Town, Erode",
CAL-0044242,P-000637,PH-000427,+91-1637618209,P-000703,PH-000364,+91-5011117830,2026-08-01 03:38:41,1213,INCOMING,TWR-0303,L-000102,"Industrial Estate, Hosur",
CAL-0044243,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-02-23 18:13:03,402,OUTGOING,TWR-0288,L-000079,"Warehouse Zone, Salem",
CAL-0044244,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-03-26 19:31:47,3483,INCOMING,TWR-0291,L-000020,"Residential Colony, Karur",
CAL-0044245,P-001704,PH-000361,+91-6201572018,P-000286,PH-000738,+91-1588863677,2026-05-24 04:20:29,2537,OUTGOING,TWR-0119,L-000090,"Warehouse Zone, Salem",CR-2026-2006
CAL-0044246,P-001125,PH-000459,+91-8985725459,P-001290,PH-000222,+91-0182043397,2026-08-04 16:21:10,0,MISSED,TWR-0094,L-000074,"IT Park, Chennai",
CAL-0044247,P-000173,PH-000659,+91-9145211823,P-000228,PH-000941,+91-7058162951,2026-07-10 06:58:38,1910,OUTGOING,TWR-0094,L-000185,"Bypass, Vellore",CR-2026-2013
CAL-0044248,P-001334,PH-000978,+91-6194255778,P-001578,PH-000896,+91-3666777675,2026-08-11 15:03:00,1188,OUTGOING,TWR-0148,L-000077,"Textile Market, Coimbatore",
CAL-0044249,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-02-21 22:57:02,2316,INCOMING,TWR-0155,L-000188,"Railway Station, Chennai",CR-2026-2010
CAL-0044250,P-000004,PH-000231,+91-6718325823,P-001823,PH-000869,+91-1815899886,2026-05-29 03:07:02,558,INCOMING,TWR-0220,L-000177,"Technology Park, Hosur",CR-2026-2018
CAL-0044251,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-08-28 01:56:04,1616,OUTGOING,TWR-0190,L-000130,"Auto Nagar, Nagapattinam",
CAL-0044252,P-001317,PH-000818,+91-7681826832,P-000669,PH-000898,+91-3957865436,2026-02-05 08:21:34,2116,OUTGOING,TWR-0043,L-000148,"Highway Junction, Madurai",
CAL-0044253,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-02-03 17:20:38,245,INCOMING,TWR-0188,L-000079,"Warehouse Zone, Salem",CR-2026-2018
CAL-0044254,P-001966,PH-000602,+91-7320441384,P-000514,PH-000157,+91-4564494856,2026-08-18 14:16:55,1898,INCOMING,TWR-0027,L-000137,"Technology Park, Nagapattinam",CR-2026-2007
CAL-0044255,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-04-26 10:31:08,138,OUTGOING,TWR-0049,L-000087,"IT Park, Cuddalore",
CAL-0044256,P-000065,PH-000698,+91-2795596905,P-000461,PH-000428,+91-1660100231,2026-02-13 17:46:59,1905,OUTGOING,TWR-0112,L-000052,"Bus Stand, Erode",CR-2026-2016
CAL-0044257,P-001232,PH-000186,+91-1795760243,P-001751,PH-000697,+91-3437401827,2026-02-04 20:16:18,3217,OUTGOING,TWR-0199,L-000055,"Grain Market, Thoothukudi",
CAL-0044258,P-001742,PH-000147,+91-0696942152,P-000931,PH-000184,+91-0767899730,2026-06-22 14:32:20,859,OUTGOING,TWR-0394,L-000192,"Bypass, Cuddalore",
CAL-0044259,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-03-23 11:59:13,632,OUTGOING,TWR-0106,L-000020,"Residential Colony, Karur",
CAL-0044260,P-000115,PH-000406,+91-6708604145,P-001766,PH-000689,+91-3862044851,2026-05-11 23:15:17,353,OUTGOING,TWR-0208,L-000165,"Ring Road, Krishnagiri",
CAL-0044261,P-000679,PH-000315,+91-5743263039,P-001642,PH-000578,+91-8217661912,2026-01-19 04:02:57,2924,INCOMING,TWR-0253,L-000108,"Auto Nagar, Thoothukudi",CR-2026-2009
CAL-0044262,P-000290,PH-000222,+91-0182043397,P-001012,PH-000490,+91-1281964825,2026-03-14 20:11:32,2210,OUTGOING,TWR-0362,L-000011,"Railway Station, Chennai",
CAL-0044263,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-07-04 21:08:52,223,OUTGOING,TWR-0172,L-000027,"Port Area, Nagapattinam",CR-2026-2001
CAL-0044264,P-001005,PH-000555,+91-8529894062,P-001446,PH-000375,+91-6714628314,2026-06-14 01:14:05,2793,OUTGOING,TWR-0231,L-000072,"Warehouse Zone, Erode",
CAL-0044265,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-05-09 10:24:40,2909,OUTGOING,TWR-0136,L-000178,"Bus Stand, Karur",
CAL-0044266,P-001125,PH-000459,+91-8985725459,P-001862,PH-000670,+91-3187510979,2026-03-05 23:49:34,3568,OUTGOING,TWR-0126,L-000128,"Grain Market, Erode",
CAL-0044267,P-000335,PH-000344,+91-9769156716,P-001139,PH-000882,+91-8449411631,2026-03-29 10:34:03,0,MISSED,TWR-0225,L-000091,"Industrial Estate, Nagapattinam",
CAL-0044268,P-001032,PH-000381,+91-1025625889,P-000334,PH-000978,+91-6194255778,2026-05-25 03:12:18,3094,OUTGOING,TWR-0321,L-000176,"Auto Nagar, Krishnagiri",
CAL-0044269,P-000603,PH-000125,+91-8536649878,P-001887,PH-000396,+91-6284177225,2026-06-01 11:26:32,1305,OUTGOING,TWR-0224,L-000057,"Warehouse Zone, Vellore",CR-2026-2011
CAL-0044270,P-000056,PH-000358,+91-1844386125,P-000538,PH-000654,+91-8921963945,2026-07-18 21:14:36,1897,OUTGOING,TWR-0390,L-000115,"Port Area, Vellore",CR-2026-2020
CAL-0044271,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-05-13 04:41:57,1777,OUTGOING,TWR-0168,L-000009,"Highway Junction, Krishnagiri",
CAL-0044272,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-05-24 02:53:18,2268,OUTGOING,TWR-0170,L-000188,"Railway Station, Chennai",
CAL-0044273,P-001742,PH-000147,+91-0696942152,P-000899,PH-000842,+91-9488488269,2026-02-22 20:09:55,661,OUTGOING,TWR-0386,L-000107,"Warehouse Zone, Tirunelveli",CR-2026-2012
CAL-0044274,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-02-04 06:34:34,2173,OUTGOING,TWR-0079,L-000002,"Residential Colony, Thanjavur",CR-2026-2003
CAL-0044275,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-03-29 19:38:20,2389,OUTGOING,TWR-0064,L-000107,"Warehouse Zone, Tirunelveli",CR-2026-2016
CAL-0044276,P-000900,PH-000695,+91-8720962893,P-000989,PH-000989,+91-6995706071,2026-07-31 07:11:25,3552,OUTGOING,TWR-0301,L-000052,"Bus Stand, Erode",
CAL-0044277,P-001251,PH-000173,+91-9081081866,P-001483,PH-000101,+91-7182754801,2026-01-25 06:01:54,656,INCOMING,TWR-0195,L-000094,"IT Park, Hosur",
CAL-0044278,P-000603,PH-000125,+91-8536649878,P-000790,PH-000737,+91-6865369455,2026-08-31 05:32:42,1546,INCOMING,TWR-0240,L-000020,"Residential Colony, Karur",
CAL-0044279,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-04-03 05:13:27,0,MISSED,TWR-0342,L-000151,"Warehouse Zone, Salem",CR-2026-2004
